ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Add columns here,Reviewer,Review
14-73,17/04/23 23:34:13,https://twitter.com/RockyMa46760498/status/1192021664298459137,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, butch robredo",@RockyMa46760498,Rocky Marciano 🔴🟢,"I am a Filipino patriot who desire to see my country free from drugs, from terrorism, and from corruption. Activist. Certified DDS/BBM. 👊🏻👊🏻👊🏻✌🏻✌🏻✌🏻🇵",Anonymous,09/19,844,3070,Republic of the Philippines,"If you think Mrs. Leni Robredo 
@lenirobredo
 
@VPPilipinas
 now that you a co chair of the anti drugs interagency, your party mates friends like Jed Mabilog, Butch Robredo, the Parojinogs, etc. are off the hook. The burden of apprehending them is upon your shoulder.

👊🏽👊🏼👊🏻",,Text,6/11/19 18:11,,Emotional,16,1,5,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Source: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/",,,,
14-74,17/04/23 23:35:35,https://twitter.com/johnyjohn691/status/856347521236566016,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, butch robredo",@johnyjohn691,johny.john69,No bio,Anonymous,10/15,375,62,Republic of the Philippines,BREAKING: Leni wants to decriminalize drug use to free Butch Robredo from any cases http://fb.me/1V2lErYsK,,Text,24/04/17 11:22,,Rational,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Source: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/",No bio,,,
14-75,17/04/23 23:36:31,https://twitter.com/JaredZaneXenos/status/1191293910905044994,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, butch robredo",@JaredZaneXenos,Jared Zane Xenos,"Engineer, builder, consultant, world traveler, photographer, guitarist, artist, patriot and defender of law abiding Filipinos",Anonymous,11/16,125,85,No location,How can Leni Robredo fight drugs when she has a brother in law Butch Robredo as a druglord in Naga and now hiding in the US when Pres Duterte became president,,Reply (Comment),04/11/19 17:59,,Emotional,2,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Source: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/",No location indicated,,,
14-76,17/04/23 23:38:01,https://twitter.com/JaredZaneXenos/status/1215124457490010113,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni robredo, bolet banal",@JaredZaneXenos,Jared Zane Xenos,"Engineer, builder, consultant, world traveler, photographer, guitarist, artist, patriot and defender of law abiding Filipinos",Anonymous,11/16,125,85,No location,84% Filipinos on the ground felt the success of Duterte's drug war. Leni Robredo inside her office only felt Bolet Banal and thus she says Duterte's drug war is a failure,,Text,09/01/20 12:13,,Emotional,45,1,6,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked/",No location indicated,,,
14-77,17/04/23 23:39:00,https://twitter.com/JaredZaneXenos/status/1195598536731054082,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni robredo, drug lord",@JaredZaneXenos,Jared Zane Xenos,"Engineer, builder, consultant, world traveler, photographer, guitarist, artist, patriot and defender of law abiding Filipinos",Anonymous,12/16,125,85,No location,"As Drug Craze este Drug Czar happy ang druglords at media. Zero accomplishment on police actions by Leni at sa Presscons 143 nagawa. Happy days for druglords, addicts, reporters, journalists",,Text,16/11/19 15:04,,Emotional,11,0,3,,,,"There are no news articles, statements, or official cases that prove that Leni Robredo is linked to drugs or drug operations.

Source:
https://www.tsek.ph/leni-robredo-protektor-daw-ng-mga-drug-lord/",No location indicated,,,
14-78,18/04/23 00:01:58,https://twitter.com/iamwhatiam300/status/1513668684312907779,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,robredo sex anak,"@iamwhatiam300","iamwhatiam",No bio,Anonymous,02/22,"2,634","3,044",No location,"Robredo is willing 2 sacrifice the puri ng anak n'ya just to spite other camps. For sure, her camp talked to her about using her child for this shitty strategy just to gain the sympathy of the public. Do they expect a Kris Jenner success after releasing the sex vid of Kim?
",,Text,12/04/22 8:01,,Emotional,299,8,84,,,,"The video scandal going around the internet claimed to be of Aika Robredo is fake. Aika Robredo has asked for assistance from the National Bureau of Investigation over this.

Source: https://www.rappler.com/nation/elections/aika-robredo-seeks-nbi-assistance-fake-video-scandal-issue/",No bio and location,,,
14-79,18/04/23 00:02:01,https://twitter.com/YoshidaYolanda1/status/1519148501070147584,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,robredo sex anak,"@YoshidaYolanda1
","Yoshida Yolanda",No bio,Anonymous,02/22,732,479,No location,"Ung mga anak ni leni robredo na si tricia at 2nd daughter claims na may nagpapakalat na Malaswa/sex video nila?! Ang tanong , may boyfriend va sila??!!!
",,Text,23/04/22 10:56,,Rational,3,0,0,,,,"The video scandal going around the internet claimed to be of Aika Robredo is fake. Aika Robredo has asked for assistance from the National Bureau of Investigation over this.

Source: https://www.rappler.com/nation/elections/aika-robredo-seeks-nbi-assistance-fake-video-scandal-issue/",No bio and location,,,
14-80,30/12/99 00:02:04,https://twitter.com/2KBryant7/status/1554428047885225984,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,robredo jesse leni asawa,"@2KBryant7",JP,"𝕄𝕒𝕞𝕦𝕄𝕦𝕟𝕕𝕆𝕜 𝕜𝕒𝕤𝕒𝕞𝔸 ℕ𝕘 𝕂𝕨𝔸𝕘𝕆𝕟𝕘 
𝔾𝕨𝕒𝕡𝕆,𝕂𝕨𝕒𝕘𝕆 𝕜𝕒 ℙ𝕒𝕃𝔸 𝔾𝕨𝕒𝕡𝕆 𝕜𝕒 ℙ𝕒𝕝𝔸
Member:𝕂𝕒𝕞𝕠𝕥𝕖 ℂ𝕝𝕦𝕓 𝔸𝕤𝕚𝕒🥕",Anonymous,06/22,196,45,Invalid location,"CEBU TOTOO BA ANG CHISMIS NA YUNG PUMATAY SA ASAWA NI LENI ROBREDO

AT KAY PANGULONG MAGSAYSAY NA NINONG AT NINANG NI CORY AQUINO SA KASAL 

AY IISA LANG MAY PAKANA?! 

PLANE CRASH PRESIDENT MAGSAYSAY 

PLANE CRASH JESSE ROBREDO

SI JOMA SISON BA MAY GAWA?! HAHAHHAHAHA

(Attached pictures: 
https://pbs.twimg.com/media/FZJwD26akAEJphE?format=jpg&name=small
https://pbs.twimg.com/media/FZJwEhEaUAA8zX0?format=jpg&name=small
)",,"Text, pictures",22/03/17 19:25,,Rational,0,0,0,,,,"Jesse Robredo's death was not due to sabotage.

Source:

https://www.rappler.com/newsbreak/fact-check/jesse-robredo-death-sabotage/",Location indicated is not actual location,,,
14-81,18/04/23 00:02:07,https://twitter.com/realnameksns/status/1550551197647777792,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,robredo leni pumatay,"@realnameksns","chris evan 20",No bio,Identified,03/19,333,37,No location,"Dapat tinanong morin jung sino pumatay kay jesi Robredo at sino yung na link kay Leni Robredo na lalaki tapos nanalo ng VP kahit ndi kilala yung ang magandang tanong at kung sino pumatay kay ninoy at bakit ndi mag kakamukha ang anak ni leni ganon dapat ang magandang tanong
",,Reply (Comment),23/07/22 02:39,,Rational,0,2,0,,,,"Jesse Robredo's death was not due to sabotage. There is also no romantic link between Leni Robredo and Bolet Banal, and there is also no proof that Leni Robredo's children are not Jesse's.


Source:

https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked

https://www.rappler.com/newsbreak/fact-check/jesse-robredo-death-sabotage/
",No bio and location indicated,,,
14-82,18/04/23 00:02:08,https://twitter.com/HuachenyuBree/status/1482148442663055363,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,robredo leni pumatay,"@HuachenyuBree","華晨宇HuaChenYu PHILIPPINES

","Crypto earner
",Anonymous,12/21,13,1,"Dasmarinas, Calabarzon","Mas ok na yan sila kesa aquino at robredo parehong pumatay ng asawa pra kaawaan 🤣
",,Reply (Comment),15/01/22 08:31,,Rational,0,0,0,,,,"Jesse Robredo's death was not due to sabotage.

Source:

https://www.rappler.com/newsbreak/fact-check/jesse-robredo-death-sabotage/",,,,
14-83,18/04/23 00:04:54,https://twitter.com/MonkeyAdvance/status/1551412920382238725,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,robredo asawa pinatay,"@MonkeyAdvance",👀,"Engineer. Investor. Trader. #NoToCPPNPANDF",Anonymous,08/17,636,282,No location,"Hoy 
@lenirobredo
, unti-unti nang nabubuo lalo ang mga impormasyon na isa ka ring druglord. Isa-isa nang nabubulgar mga katulad mong druglords, and we cannot wait for your turn ASAP. 😌

Kaya siguro bobo at lutang ka all the time kase adik kang hayup ka!?

#LeniAdik

(Attached: https://pbs.twimg.com/media/FYe500TakAEcRYR?format=jpg&name=medium)",,"Text, pictures",25/07/22 11:43,,Emotional,420,45,420,,,,"There are no news articles, statements, or official cases that prove that Leni and Butch Robredo are linked to drugs.

Source: 
https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa
https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898",No location indicated,,,
14-84,18/04/23 00:10:31,https://twitter.com/ChristelBibz/status/857224453742141440,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,leni robredo asawa,"@ChristelBibz","christel bibz
",time is gold,Anonymous,01/16,121,40,Republic of the Philippines,"Hoy Bobong leni robredo.. Isa nlng fake daming kabit asawa  mo may anak sa labas.  Drug CODDLER laka kayo hayop",,Reply (quote tweet),26/4/17 21:26,,Emotional,0,0,0,,,,"Leni Robredo is not linked to Bolet Banal, who is married.

Source: 
https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked",,,,
14-85,18/04/23 00:15:48,https://twitter.com/AlaminMo1/status/805583334550056961,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,leni robredo asawa,@AlaminMo1,"Alamin Mo",No bio,Anonymous,11/16,118,3,No location,"Iisa ang karaka nila ni Leila de Lima.at leni robredo.tinganan ninyo.sweet sila diba.parihas sila mang-aagaw ng asawa diba.mga manyakis sila


(Attached: https://pbs.twimg.com/media/Cy4BxY1UcAAGgkG?format=jpg&name=small)",,"Text, picture",12/05/16 09:23,,Rational,0,0,0,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: 
https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked",No bio and location,,,
14-86,18/04/23 00:15:50,https://twitter.com/dev_asle/status/923023783891419136,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,leni robredo kabit,"@dev_asle
","Asle Dev","a working mum",Identified,02/14,74,23,"Perth, Western Australia","what about Leni Robredo? Fake VP daw and kabit din daw? Di ba mas lalong nakakahiya!",,Reply (comment),25/10/17 11:09,,Emotional,23,0,1,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: 
https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked",,,,
14-87,18/04/23 00:44:26,https://twitter.com/srsasot/status/865913593195352064,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,leni robredo bolet,"@srsasot","Sass Rogando Sasot","Political Realist | Political Blogger |  Op-Ed Columnist @ The Manila Times | transgender woman",Media,10/16,37,65.2K,"The Hague, The Netherlands","We have a blossoming love team?
Sen. Trillanes & VP Leni Robredo spotted this time in Seoul,South Korea.
Was Bolet banal w/ Them? #KickLeni",,Tweet,20/05/17 08:54,,Rational,226,22,97,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: 
https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked",Profile indicates that user is a social media influencer,,,
14-88,18/04/23 00:45:23,https://twitter.com/shay_patino/status/853206218151800832,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,leni robredo bolet,@shay_patino,~ Shay Patino ~,RN👩‍⚕️🇵🇭 🇺🇸 🇸🇦 🇦🇪 🇬🇧 Ailurophile. 🌗Mystic. 🚑 Medic.Athlete. Sleuth.SousChef.Dreamer.Believer.Sorcerer. Philanthropist.AMDG 🦅 💙,Identified,03/14,55,1054,Invalid location,"We have a blossoming love team?
Sen. Trillanes & VP Leni Robredo spotted this time in Seoul,South Korea.
Was Bolet banal w/ Them? #KickLeni",,Tweet,15/04/17 19:17,,Rational,23,3,11,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: 
https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked",Invalid location,,,
14-89,18/04/23 00:55:16,https://twitter.com/punisher_jo/status/1003503659919921152,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,leni robredo bolet,@punisher_jo,punisher,"traveller, anti-drug & anti-crime advocate. The CATALYST. HUMAN RIGHTS are for HUMANS only, not for MONSTERS!",Anonymous,04/10,418,229,"Fort Lauderdale, FL","Ask Bolet Banal and Leni Robredo. Kung naghahalikan ba sila ng patago? 
@lenirobredo",,Reply (comment),06/04/18 13:08,,Rational,6,1,3,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: 
https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked",Location might not be their real location,,,
14-90,18/04/23 00:55:18,https://twitter.com/Alakdan1102Eric/status/1016738732269899777,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,leni robredo bolet,@Alakdan1102Eric,pinoyako,"IT Support Analyst,CyberSecurity Network Analyst,Cybersecurity Analyst
Information Security Analyst, Network Administrator, Network Technician.",Anonymous,08/12,3034,1927,"Vancouver, British Columbia","Sigurado pag si LENI ROBREDO PRESIDENTE, yung MALACANAN malamang maging MOTEL nila ni BOLET😎",,Text,11/07/18 01:39,,Rational,17,0,4,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: 
https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked",,,,
14-91,18/04/23 00:55:20,https://twitter.com/srsasot/status/989085414509203457,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,leni robredo bolet,"@srsasot","Sass Rogando Sasot","Political Realist | Political Blogger |  Op-Ed Columnist @ The Manila Times | transgender woman",Media,10/16,37,65.2K,"The Hague, The Netherlands","Leni Robredo lied again. She said that Bobi Tiglao, whom she called a ""fake news purveyor"" emailed her ""threatening to print more fake news."" The fact: Bobi simply inquired about the  relationship between Bolet and Leni. Teh, nag-panic ka sa tanong?
",,Text,25/04/18 18:15,,Rational,226,17,51,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: 
https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked",,,,
14-92,18/04/23 00:55:22,https://twitter.com/mackygulo/status/875971242347683844,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,leni robredo bolet,@mackygulo,Macky gulo,No bio,Anonymous,04/14,51,15,No location,"US trip again? Bolet with her? LENI ROBREDO smile got  wider since her rumored affair with bolet begun. What toothbrush shes using?",,Reply (comment),17/06/17 14:59,,Rational,0,0,1,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: 
https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked",No bio and location indicated,,,
14-93,18/04/23 00:55:27,https://twitter.com/dds_katakuri/status/867072342941253636,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,leni robredo bolet,"@dds_katakuri","Charlotte Katakuri","has a bounty worth 1,057,000,000 berries making him the highest known of the Yonko's crew member even higher than Jack",Anonymous,03/17,"2,767","1,052",No location,"where's Leni Robredo? at this point, kasama ata si Boylet este Bolet pla #PrayForMarawi",,Text,24/05/17 01:38,,Rational,10,3,6,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: 
https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked",No location,,,
14-94,18/04/23 00:55:29,https://twitter.com/jbrsamonte/status/820210187374104577,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,leni robredo bolet,"@jbrsamonte
",JB,"Tech guy 👾👾",Identified,10/09,131,304,"Vancouver, Canada","Usapang kabit daw....

De Lima - Ronnie Dayan
Leni Robredo - Bolet Banal

Frailties of a woman daw o talagang taglibog lang

(Attached: https://pbs.twimg.com/media/C2H4xjLXAAAcZUC?format=jpg&name=small)",,"Text, pictures",14/01/17 18:05,,Rational,1,0,0,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: 
https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked",,,,
14-95,19/04/23 13:42:31,https://twitter.com/JaredXenos/status/926023847341522949,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,leni robredo bolet,"@JaredXenos
","jared zane xenos","Engineer, consultant, builder, world traveler, photographer, artist, patriot",Identified,02/13,251,181,No location,"According to Leni palagi daw nagpaparamdam si Jessie thats crap. Ang laging nagpaparamdam kay Leni Robredo ay si Bolet Banal

(Attached: https://pbs.twimg.com/media/DNnlv7nUEAA6gLj?format=jpg&name=small)
",,"Text, pictures",11/02/17 17:51,,Rational,5,0,3,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: 
https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked","No location indicated, same owner of the @JaredZaneXenos account",,,
14-96,18/04/23 10:39:27,https://twitter.com/Oyong65/status/863804100953198592,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,leni robredo bolet,"@Oyong65","Mr. Aquarius",No bio,Identified,07/09,18,17,Jeddah KSA,"Si Leni Robredo ang kabit dahil kumikiringking sya kay Bolet Banal na married pa! Syunga!",,Text,17/05/17 01:12,,Emotional,1,0,0,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: 
https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked",No bio,,,
14-97,18/04/23 10:39:54,https://twitter.com/dreamcatcherNme/status/838369953275396096,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,leni robredo drug lord ,@dreamcatcherNme,iGeRez,everything is possible in Jesus!,Anonymous,10/09,303,278,Invalid location,"(Fake) Vice President Leni Robredo's brother in law is a Drug Lord? Omo...No wonder she is so against #WarOnDrugs #NagaLeaks 
@VPPilipinas",,Reply (quote tweet),03/05/17 20:45,,Rational,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Leni and Butch Robredo are linked to drugs.

Source: 
https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa
https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898",Invalid location,,,
14-98,18/04/23 10:40:00,https://twitter.com/coffeejellyace9/status/842333229151526913,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,leni robredo drug lord ,@coffeejellyace9,✨yonha✨,✨✨2018 is my year ✨✨,Anonymous,03/16,570,950,"Davao City, Davao Region","ang kapal ng.mukha ng gagang leni robredo! Akala mo malinis! Pwe! Asawa drug lord pla! #LeniResign",,Reply (comment),16/03/17 19:14,,Emotional,0,0,1,,,,"There is no evidence that Jesse Robredo is involved in drug production.

Sources:
https://www.rappler.com/nation/elections/126794-jueteng-pinedas-roxas-robredo/
https://news.abs-cbn.com/anc/09/13/12/robredo-was-probing-stl-jueteng",,,,
14-99,18/04/23 10:40:15,https://twitter.com/yamgishi/status/1032800610137980928,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,leni robredo drug lord ,"@yamgishi","れだ 山岸","私は 優しいです あなたには優しいですか？",Identified,10/14,4990,3015,No location,"That's why Leni Robredo Fake VP want to be legalized the Shabu Drug because her brother in-law is a Drug Lord Leader in Naga. #NagaLeaks #LeniResign now #LeniRobredoTheBackstabber #LeniRobredoFakeVP idiot

Attached: 
https://pbs.twimg.com/media/DlU-rawU8AAZ6K-?format=jpg&name=medium
",,"Text, pictures",24/08/18 09:23,,Rational,19,0,11,,,,"There are no news articles, statements, or official cases that prove that Leni and Butch Robredo are linked to drugs.

Source: 
https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa
https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898",No location,,,
14-100,19/04/23 13:31:26,https://twitter.com/ronaldreigan27/status/1035456148055289856,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,leni robredo drug lord ,@ronaldreigan27,Rn ⁸ ⚕️²⁴ ✇ ,No bio,Identified,03/14,620,69,Invalid location,"Imagine if this happens👇
President Leni Robredo

from her place Naga tagged as Shabu hotbed to Philippines as Shabu hotbed

Leni's brother-in-law Butch Robredo will the be richest Drug Lord and be like...🤦‍♂️

Attached GIF: https://twitter.com/i/status/1035456148055289856",,"Text, pictures",31/08/18 17:15,,Emotional,4,3,1,,,,"There are no news articles, statements, or official cases that prove that Leni and Butch Robredo are linked to drugs.

Source: 
https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa
https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898","No bio, invalid location",,,
14-101,19/04/23 13:31:36,https://twitter.com/1stylemomsi/status/980856275918467074,14,"Peroz, JC Mae","RBRD

",Robredo's personal life,leni robredo drug lord ,@1stylemomsi,1stylemomsi🦋,#Happymom • #Doglover • #DogMom • #Animaladvocate • #foodtrips • #MusicLover • #DogMom • #Environmentalist • #TeaPERSON • #BBM_SARA♥️💚,Identified,05/23,1961,5709,No location,"Ha! Leni Robredo is a piece of👉💩 ask her where's her notorious drug lord brother in law from bicol region now hiding in the US of states🤨

Attached: https://pbs.twimg.com/media/DZyzkL_UMAASs8q?format=jpg&name=large",,Emotional,04/03/18 01:15,,Emotional,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Leni and Butch Robredo are linked to drugs.

Source: 
https://www.rappler.com/nation/153267-dayan-robredo-drugs-made-up-story-dela-rosa
https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898",Location is emojis,,,
14-102,18/04/23 23:17:06,https://twitter.com/joseph_chito/status/1468122576295989249?s=21,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni robredo, shabu, butch robredo",@Joseph_chito,Joseph Chito,A Proud Filipino,Anonymous,03/18,720,294,"Manila, Philippines","Read the news: https://newsinfo.inquirer.net/1524860/8-drug-suspects-nabbed-in-bicol-stings

8 drug suspects were arrested yesterday, and 6 of them are caught in Naga city. Duterte was right, Naga is the hotbed of shabu. And who made that happened? Butch Robredo and Leni.
#LetLeniLead2022 and make Philippines hotbed of Shabu🤣🤣🤣",,"Text, Image",22/07/21 15:37,,Emotional,24,1,9,,,,"""There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Source: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/""",,,,
14-103,19/04/23 03:25:19,https://twitter.com/TanRundo/status/1529102978774343687,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni robredo, bolet banal","@TanRundo",Rundo Tan,I'm strong,Identified,03/22,45,1,No location,KWENTONG BANAL at KILIG: The UNTOLD LOVE STORY of LENI and BOLET,,"Text, Image",24/05/22 22:12,,Emotional,0,0,0,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked/",,,,
14-104,19/04/23 03:27:15,https://twitter.com/tsuperdaddy/status/1352226006132617216,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, bolet, romance",@tsuperdaddy,"Chief Dee ❤️💚👊👊🇵🇭🇺🇲✍️💣💥","My tweets are  my personal opinions based on factual records, verified news articles and journals, and my experience as 60 year old Fil Am who loves the PH.",Identified,05/11,1380,1444,"California, USA","🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
     MOVIES YOU MISSED
✅Frailties of a Woman
✅Mamasapano 44
✅1B Impeachment
✅Sonny, the Crazy Dog
✅Leni & Bolet, Romance in Mayon Volcano
✅NInoy, the Unhero of Sabah
✅Leila, the Sabah Queen
✅Kiko and Kakie, Planet of the Apes
✅Nina, cosmetic bitch",,"Text, Image",21/01/21 20:06,,Emotional,9,0,0,,,,"There is no romantic link between Leni Robredo and Bolet Banal.

Source: https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked/",Followers are Filipino,,,
14-105,19/04/23 03:28:26,https://twitter.com/LikhaBayan/status/1188034261443477510,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, kabit, shabu",@LikhaBayan,Likha Bayan,Dyslexic with opinion that matters,Anonymous,07/18,118,105,Northern Mindanao,"The Leni presidency 
1. Legalize shabu
2. Independent foreign relations with the drug cartels
3. A new constitution where our country will be called the Narco Republic of the Philippines
4. Disband PDEA
5. Rolling stores for addicts
6. Kabit party!",,Text ,26/10/19 18:06,,Emotional,26,1,8,,,,"There is no romantic link between Leni Robredo and Bolet Banal. There are no news articles, statements, or official cases that prove that Leni Robredo is linked to drugs or drug operations.

Sources:
https://www.tsek.ph/leni-robredo-protektor-daw-ng-mga-drug-lord/
https://www.rappler.com/newsbreak/fact-check/robredo-banal-romantically-linked/
",,,,
14-106,19/04/23 03:32:50,https://twitter.com/iamkzonjames/status/838353981642575872,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"leni, butch robredo, drug lord",@iamkzonjames,Nozk Semaj,No bio,Identified,04/14,165,162,No location,ireport nyo tungkol sa bayaw ni Leni at kapatid ni Jesse Robredo na si butch Robredo. Isang malaking drug lord ng naga,,Reply (Comment),5/3/17 19:42,,Emotional,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/",No bio and location indicated,,,
14-107,19/04/23 03:36:04,https://twitter.com/jonnelcardano/status/1035333775129903104,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"bayaw, leni, drug lord, butch robredo",@jonnelcardano,Newsline Philippines,No bio,Anonymous,09/09,89,46,"Davao City, Davao Region","BAYAW ni LENI, DRUG LORD ng NAGA CITY (BUTCH ROBREDO): http://youtu.be/ZVMURf0dUcI?a via 
@YouTube",,Text,31/08/18 09:09,,Rational,0,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/",No bio  ,,,
14-108,19/04/23 03:36:47,https://twitter.com/1stylemomsi/status/1444452734644604934,14,"Dela Calzada, Zairra Mille","RBRD

",Robredo's personal life,"butch robredo, drug lord, leni robredo, droga",@1stylemomsi,1stylemomsi🦋,#Happymom • #Doglover • #DogMom • #Animaladvocate • #foodtrips • #MusicLover • #DogMom • #Environmentalist • #TeaPERSON • #BBM_SARA♥️💚,Identified,05/23,1961,5709,No location,"Heres what ppl need to know about Leni Robredo.... Bigla ng nawala si Butch Robredo (brother-in-law) who allegedly a drug lord. W connecting dots until now patuloy pa rin ang droga here&there, bakit hindi inilalabas ni Leni ang bayaw niya all this time to clear his name.",,Text,10/03/21 08:02,,Emotional,7,0,0,,,,"There are no news articles, statements, or official cases that prove that Butch Robredo is linked to drugs.

Sources: https://www.facebook.com/FactCheckPhils/photos/a.1874873655938230/2779970218761898/",Location is emojis,,,
